id;commentaires;premiere_diffusion_episode;titre_episode;numero_episode;note;duree;numero_saison;resume_episode;votes;pays;premiere_diffusion_serie;genres_serie;titre_serie;status_serie;resume_serie;annee_premiere_diffusion_serie
793392;0;2011-01-31 02:00:00;Casey Casden;4;7.89;45;1;Debbie, sad and lonely after Aunt Ginger leaves, steals a little boy from a birthday party. In classic Gallagher style, the family hatches a plan to return the toddler safe and sound without attracting attention from the Chicago Police Department, who has made the kidnapping a top priority. Karen, in complete defiance of Eddie, starts to tease Frank sexually. Frank not knowing what to make of it keeps himself busy with booze, picking up Sheila'­s meds from the pharmacy and concentrating on finding the missing boy. What began as an innocent lie for Kevin to protect himself from a hot girl ultimately becomes a proposal of marriage for Veronica.;2509;us;2011-01-10 02:00:00;['comedy', 'drama'];Shameless;returning series;Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.;2011.0
793393;0;2011-02-07 02:00:00;Three Boys;5;7.80433;44;1;When the Gallagher's find out Veronica comes from a wealthy family, they try to scheme a fake wedding for the dowry. Meanwhile, Frank gets some bad news about his health.;2448;us;2011-01-10 02:00:00;['comedy', 'drama'];Shameless;returning series;Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.;2011.0
793394;0;2011-02-14 02:00:00;Killer Carl;6;7.84555;50;1;"Fiona tries to prove the Gallagher home is suitable for rehabilitating a delinquent after receiving a letter from Carl's teacher; Lip gets busted taking the SAT for fellow students in exchange for cash; Kash and Ian are ashamed at their failure to stop a string of robberies at the Kash and Grab; Frank's poor business acumen continues to have negative consequences.";2292;us;2011-01-10 02:00:00;['comedy', 'drama'];Shameless;returning series;Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.;2011.0
793395;0;2011-02-21 02:00:00;Frank Gallagher: Loving Husband, Devoted Father;7;7.8706700000000005;44;1;Frank gets into trouble with two goons he owes money. Fiona asks Sheila to take care of Liam while she spends a night with Steve, and Ian tries to stop Mickey from bullying Kash.;2250;us;2011-01-10 02:00:00;['comedy', 'drama'];Shameless;returning series;Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.;2011.0
793396;2;2011-02-28 02:00:00;It's Time to Kill the Turtle;8;7.88536;48;1;Sheila fears to lose Frank when he gives up drinking. While Lip suspects their dad hasn't changed, Debbie and Carl enjoy having Frank back in their life. Meanwhile, Fiona tries to find a better paying job.;2233;us;2011-01-10 02:00:00;['comedy', 'drama'];Shameless;returning series;Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.;2011.0
793397;0;2011-03-07 02:00:00;But at Last Came a Knock;9;7.96056;50;1;Monica comes back when Frank needs her to sign documents and decides to take Liam with her. Meanwhile, Steve and Fiona move together.;2206;us;2011-01-10 02:00:00;['comedy', 'drama'];Shameless;returning series;Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.;2011.0
793398;0;2011-03-14 01:00:00;Nana Gallagher Had an Affair;10;7.93079;48;1;The children's paternity is put into question and Frank needs Carl's help.;2124;us;2011-01-10 02:00:00;['comedy', 'drama'];Shameless;returning series;Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.;2011.0
793399;0;2011-03-21 01:00:00;Daddyz Girl;11;7.91686;46;1;Tony comes closer to discovering what Steve is doing, while Fiona makes a new friend. In the meantime, Lip helps Ian look for his father.;2141;us;2011-01-10 02:00:00;['comedy', 'drama'];Shameless;returning series;Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.;2011.0
793400;0;2011-03-28 01:00:00;Father Frank, Full of Grace;12;8.06156;50;1;"Steve tries to convince Fiona to skip town with him now that his true livelihood as been discovered; Frank and Karen's secret is revealed, forcing Frank to go into hiding; Fiona tries to figure out how to get Lip and Ian out of jail after their arrest for car theft.";2128;us;2011-01-10 02:00:00;['comedy', 'drama'];Shameless;returning series;Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.;2011.0
793401;1;2012-01-09 02:00:00;Summertime;1;7.84564;53;2;Fiona spends her summer with a new guy and bartending, while Debbie runs a daycare at their home. Meanwhile, Kevin realizes his extended weed-growing left him with a huge electrical bill and Frank borrows his youngest son Liam to help him pay a debt.;2099;us;2011-01-10 02:00:00;['comedy', 'drama'];Shameless;returning series;Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.;2011.0
793402;1;2012-01-16 02:00:00;Summer Loving;2;7.78221;52;2;"As Sheila conquers her agoraphobia, a worried Frank finds a new financial plan in fellow bar patron Dottie, whose declining health and city pension make her an ideal match; Fiona juggles her job, the kids and her burgeoning love life, and Jasmine tries to help by setting up Fiona with a sugar daddy; Veronica takes some old folks from the home on an excursion; Lip worries about Karen's growing relationship with Jody; Ian tries to land a recently released Mickey a job at the Kash and Grab; Debbie wants her own room; Carl moves into the van.";2080;us;2011-01-10 02:00:00;['comedy', 'drama'];Shameless;returning series;Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.;2011.0
